ticker,stock,datetime,open,high,close,low,volume
002717.SZ,岭南股份,2025-02-26 00:00:00,3.7700,3.8800,3.8100,3.7200,191384445
002717.SZ,岭南股份,2025-02-27 00:00:00,3.8000,4.1800,4.0200,3.7400,389884860
002717.SZ,岭南股份,2025-02-28 00:00:00,3.9300,3.9400,3.7400,3.7200,240588836
002717.SZ,岭南股份,2025-03-03 00:00:00,3.6500,3.8200,3.6300,3.4900,177558959
002717.SZ,岭南股份,2025-03-04 00:00:00,3.6300,3.6900,3.6500,3.5700,127309632
002717.SZ,岭南股份,2025-03-05 00:00:00,3.6600,3.7500,3.7000,3.5300,167857056
002717.SZ,岭南股份,2025-03-06 00:00:00,3.6700,3.9400,3.8300,3.6500,267257140
002717.SZ,岭南股份,2025-03-07 00:00:00,3.7500,3.8700,3.7200,3.7000,195236950
002717.SZ,岭南股份,2025-03-10 00:00:00,3.7000,3.7200,3.6800,3.6400,105682333
002717.SZ,岭南股份,2025-03-11 00:00:00,3.6200,3.7600,3.7200,3.5800,110653600
002717.SZ,岭南股份,2025-03-12 00:00:00,3.7200,3.7800,3.6800,3.6800,133478022
